country,code,percent_emissions,percent_gdp,score,rounded_score
Madagascar,MDG,0.011219893734660301,0.014172868360939431,0.7916459427212661,1.0
Malawi,MWI,0.004234431048898239,0.007791461389369592,0.5434707094455419,1.0
Malaysia,MYS,0.6979529088113924,0.38936959208899874,1.7925203277092587,2.0
Maldives,MDV,0.0025892062464600695,0.006014271972805933,0.4305103357758672,0.0
Mali,MLI,0.0025622353480594436,0.01896120445859085,0.13513041081620522,0.0
Malta,MLT,0.0050705288993176355,0.015758718393077874,0.3217602328337119,0.0
Mauritania,MRT,0.007983385926585216,0.006150101595797281,1.2980900887947482,1.0
Mauritius,MUS,0.010761388461849665,0.01638980397775031,0.6565904312497329,1.0
Mexico,MEX,1.3679100250829355,1.4338689740420272,0.9539993192173231,1.0
Moldova,MDA,0.022277962078916847,0.011952731751545117,1.8638385385028822,2.0
Mongolia,MNG,0.06945006338161125,0.014133048054388133,4.9140187675260805,5.0
Morocco,MAR,0.1660867923510532,0.13597033374536466,1.221492863745473,1.0
Mozambique,MOZ,0.020902446260484937,0.01563895241038319,1.3365630709770016,1.0
Myanmar,MMR,0.07675917684818082,0.08247105665760199,0.9307407951236106,1.0
Namibia,NAM,0.011597486312269062,0.0167690879394314,0.6915991110642542,1.0
Nepal,NPL,0.022170078485314347,0.030754347224969097,0.7208762495636623,1.0
Netherlands,NLD,0.47137039134773584,1.0271940667490729,0.45889127148052744,0.0
New Caledonia,NCL,0.015939800954769805,0.0033156329592089,4.807468483656585,5.0
New Zealand,NZL,0.09922593521590203,0.25092707045735474,0.3954373477323387,0.0
Nicaragua,NIC,0.01596677185317043,0.01711197364647713,0.933075995968328,1.0
Niger,NER,0.006742724600156431,0.010036724506798517,0.6718052882281617,1.0
Nigeria,NGA,0.255818971329935,0.4647713226205191,0.5504190101221208,1.0
Norway,NOR,0.12660139709253715,0.4932014833127317,0.2566930582653197,0.0
Oman,OMN,0.21150578525770694,0.08749551936093944,2.4173327594661873,2.0
Pakistan,PAK,0.5321358254443456,0.377008652657602,1.4114684681458216,1.0
Palau,PLW,0.003802896674488227,0.00035824907292954266,10.615231027370022,11.0
Panama,PAN,0.033066321439167136,0.07698862793572311,0.4294961778871266,0.0
Papua New Guinea,PNG,0.01173234080427219,0.027537320653893697,0.42605237276827335,0.0
Paraguay,PRY,0.017638967554009222,0.0482186654289246,0.36581202314712463,0.0
Peru,PER,0.1508482347546997,0.26081582200247216,0.5783707199836591,1.0
Philippines,PHL,0.3699058715645819,0.38813349814585907,0.9530377391584292,1.0
Poland,POL,0.8604525716751625,0.6501854140914709,1.3233956853330924,1.0
Portugal,PRT,0.15311379022035226,0.27070457354758964,0.5656121291701597,1.0
Puerto Rico,PRI,0.005825714054535157,0.12855377008652658,0.04531733336652829,0.0
Qatar,QAT,0.263748415459719,0.20642768850432633,1.277679449741992,1.0
Romania,ROU,0.2188148987242765,0.26081582200247216,0.8389632846821787,1.0
Russia,RUS,4.760012946031232,1.9530284301606922,2.4372471350248524,2.0
Rwanda,RWA,0.0029937697224694556,0.011292279903584673,0.26511649977070617,0.0
Saint Kitts and Nevis,KNA,0.0006473015616150174,0.0012262143425216317,0.5278861445087022,1.0
Saint Lucia,LCA,0.0009709523424225261,0.00223750295302843,0.43394460825553555,0.0
Saint Vincent and the Grenadines,VCT,0.00048547617121126303,0.0009706087875154512,0.5001769790833824,1.0
Samoa,WSM,0.00040456347600938586,0.0010402205352286773,0.3889208704387368,0.0
Sao Tome and Principe,STP,0.00043153437441001164,0.0004635848872682324,0.9308637668344089,1.0
Saudi Arabia,SAU,1.7227931062383688,0.8516687268232386,2.022844155220378,2.0
Senegal,SEN,0.026134800550206328,0.02605892443757726,1.0029117131373102,1.0
Serbia,SRB,0.16854114410551016,0.06052536027070458,2.7846367762487696,3.0
Seychelles,SYC,0.0026161771448606954,0.0018580577132262053,1.4080171601979699,1.0
Sierra Leone,SLE,0.0035331876904819703,0.004622469682323857,0.7643506465802776,1.0
Singapore,SGP,0.14839388300024275,0.41779975278121134,0.3551794418556106,0.0
Slovakia,SVK,0.10208485044636836,0.11819242306551297,0.8637173838951052,1.0
Slovenia,SVN,0.04102273646735173,0.05989606846229914,0.6848986506213341,1.0
Solomon Islands,SLB,0.00040456347600938586,0.0016330421396786156,0.24773609093088336,0.0
Somalia,SOM,0.0025082935512581927,0.00881087762669963,0.2846814650628336,0.0
South Africa,ZAF,1.261294063705262,0.43139678615574784,2.9237446920846906,3.0
South Korea,KOR,1.8160045311109314,1.8912237330037083,0.960227232463231,1.0
Spain,ESP,0.761550287240068,1.6230078954561185,0.46922155423405837,0.0
Sri Lanka,LKA,0.06467621436470049,0.10880062645735476,0.5944470769205619,1.0
Sudan,SDN,0.05680071203171777,0.15583545737206428,0.3644915797057885,0.0
Suriname,SUR,0.0059605685465382845,0.0037932832014833133,1.5713481514397563,2.0
Eswatini,SWZ,0.0033713623000782155,0.005480425666254635,0.6151643148518845,1.0
Sweden,SWE,0.13720096016398306,0.6625463535228677,0.20708129994899682,0.0
Switzerland,CHE,0.10718235024408665,0.846989658406675,0.12654505185543122,0.0
Syria,SYR,0.0765434096609758,0.04994438319777503,1.5325729293296333,2.0
Tajikistan,TJK,0.015373412088356663,0.008847793804697157,1.7375418581969164,2.0
Tanzania,TZA,0.03951236615691669,0.06590930279233623,0.5994960420293065,1.0
Thailand,THA,0.7532971923294766,0.5624227441285538,1.3393789639440583,1.0
The Gambia,GMB,0.001483399412034415,0.0018411184029666254,0.8057056024447903,1.0
Timor-Leste,TLS,0.0011327777328262805,0.0030744986860321384,0.36844306942547816,0.0
Togo,TGO,0.007659735145777705,0.005891059307787392,1.3002305265629053,1.0
Tonga,TON,0.0003775925776087602,0.0005317356844252163,0.7101132925034394,1.0
Trinidad and Tobago,TTO,0.10181514146236212,0.027503652681087763,3.7018770794896234,4.0
Tunisia,TUN,0.08530895164117916,0.04938454333868974,1.7274423508609194,2.0
Turkey,TUR,1.1585619116972785,1.0531520395550062,1.1000898903322749,1.0
Turkmenistan,TKM,0.19545810070933461,0.046880452056860325,4.169287882980897,4.0
Turks and Caicos Islands,TCA,0.00045850527281063736,0.0011897723609394315,0.38537226772405986,0.0
Uganda,UGA,0.013593332793915364,0.03213230142150803,0.4230426142092813,0.0
Ukraine,UKR,0.5548453218976724,0.138442521631644,4.007766655493009,4.0
United Arab Emirates,ARE,0.5469698195646897,0.47342398022249693,1.1553487833624907,1.0
United Kingdom,GBR,1.0226016128597244,3.2632880098887513,0.3133654184861807,0.0
United States,USA,13.775089678237181,24.103831891223734,0.5714896179330194,1.0
Uruguay,URY,0.01869083259163363,0.06982570065636588,0.26767841089940597,0.0
Uzbekistan,UZB,0.2571675162499663,0.07312725492088999,3.516712291855799,4.0
Vanuatu,VUT,0.00024273808560563152,0.0010503193358467244,0.23110884215984276,0.0
Venezuela,VEN,0.3934514658683281,0.5957972805933252,0.6603780827541025,1.0
Vietnam,VNM,0.5899344607168865,0.276885043263288,2.130611512142684,2.0
Yemen,YEM,0.03371362300078216,0.03315043645611867,1.0169888123617612,1.0
Zambia,ZMB,0.013404536505110984,0.03197545374165637,0.41921333199560135,0.0
Zimbabwe,ZWE,0.0326078161663565,0.028199023629171815,1.156345574058238,1.0
